,time,code,open,high,low,close,volume,option_code,type,maturity_date,strike,strike price,time_to_mature,date,spot price,black vol,sabr vol,delta,vega,theta,gamma,riskfree rate
10,2022-07-20 09:40:00,10004315.SH,0.0293,0.0323,0.0258,0.0266,12864.0,510300P2207M04300,P,2022-07-27 15:30:00,4.3,4.3,0.03183333333333333,2022-07-20,4.349,0.1596350031369852,0.15473122126809144,-0.37170579392231673,0.2741932665362157,0.02143695021494807,3.270272941335861,-0.00473344500146749
11,2022-07-20 09:40:00,10004316.SH,0.08,0.0844,0.0732,0.0748,7217.0,510300P2207M04400,P,2022-07-27 15:30:00,4.4,4.4,0.03183333333333333,2022-07-20,4.349,0.15675125882991003,0.14888236323888424,-0.7006417157562339,0.27918614509125916,0.0209343404833362,2.8839153287663066,-0.00473344500146749
12,2022-07-20 09:40:00,10004319.SH,0.0057,0.0062,0.0053,0.0058,1659.0,510300C2207M04500,C,2022-07-27 15:30:00,4.5,4.5,0.03183333333333333,2022-07-20,4.349,0.14678342263772381,0.15084979873794063,0.08786199642840664,0.1350437995040199,0.010738575029201058,1.211308831017277,-0.00473344500146749
13,2022-07-20 09:40:00,10004320.SH,0.1616,0.1668,0.1526,0.1551,1846.0,510300P2207M04500,P,2022-07-27 15:30:00,4.5,4.5,0.03183333333333333,2022-07-20,4.349,0.1718048987001779,0.15084979873794063,-0.9121380040166827,0.13504379992035354,0.010738574918178756,1.2110312752611208,-0.00473344500146749
14,2022-07-20 09:45:00,10004306.SH,0.0769,0.0821,0.0767,0.0786,9999.0,510300C2207M04300,C,2022-07-27 15:30:00,4.3,4.3,0.03175,2022-07-20,4.351,0.1458932099779026,0.1538416964801823,0.6428635239696945,0.2718642087007339,0.020014179424876488,3.235189893757706,0.0007961562405714564
15,2022-07-20 09:45:00,10004307.SH,0.0259,0.0285,0.0259,0.0267,9997.0,510300C2207M04400,C,2022-07-27 15:30:00,4.4,4.4,0.03175,2022-07-20,4.351,0.14517433317826575,0.14861828440505268,0.31205927542021783,0.2820791814572843,0.01956938444624967,2.9676261448230434,0.0007961562405714564
16,2022-07-20 09:45:00,10004314.SH,0.0077,0.0077,0.0065,0.007,5866.0,510300P2207M04200,P,2022-07-27 15:30:00,4.2,4.2,0.03175,2022-07-20,4.351,0.16902770715328125,0.16509689574983022,-0.12672550617209843,0.13691290684514357,0.011336952543405943,1.774302926804694,0.0007961562405714564
17,2022-07-20 09:45:00,10004315.SH,0.0266,0.0267,0.024,0.0256,11653.0,510300P2207M04300,P,2022-07-27 15:30:00,4.3,4.3,0.03175,2022-07-20,4.351,0.15853202845351677,0.1538416964801823,-0.3571364762811058,0.2718642085897116,0.020014179202831883,3.234967849152781,0.0007961562405714564
18,2022-07-20 09:45:00,10004316.SH,0.0751,0.0751,0.0694,0.0725,7304.0,510300P2207M04400,P,2022-07-27 15:30:00,4.4,4.4,0.03175,2022-07-20,4.351,0.15340006710652832,0.14861828440505268,-0.6879407248305824,0.282079181346262,0.019569384557271974,2.9691804570575187,0.0007961562405714564
19,2022-07-20 09:45:00,10004319.SH,0.0058,0.0068,0.0058,0.0061,3036.0,510300C2207M04500,C,2022-07-27 15:30:00,4.5,4.5,0.03175,2022-07-20,4.351,0.14754819111945977,0.15050654200239175,0.09316065566200571,0.13871403259368975,0.009938145417720534,1.2909118218829008,0.0007961562405714564
20,2022-07-20 09:45:00,10004320.SH,0.1555,0.1555,0.148,0.1521,2852.0,510300P2207M04500,P,2022-07-27 15:30:00,4.5,4.5,0.03175,2022-07-20,4.351,0.16457460190284992,0.15050654200239175,-0.9068393442834832,0.13871403270471205,0.009938145639765139,1.2918555114538322,0.0007961562405714564
21,2022-07-20 09:50:00,10004306.SH,0.0797,0.0813,0.0736,0.0748,6440.0,510300C2207M04300,C,2022-07-27 15:30:00,4.3,4.3,0.03166666666666667,2022-07-20,4.345,0.14729127205180428,0.15449628026184128,0.6255445870184673,0.27776086541919653,0.02162128209803882,3.268052495286611,0.00386908604420428
22,2022-07-20 09:50:00,10004307.SH,0.0269,0.028,0.0244,0.0247,6895.0,510300C2207M04400,C,2022-07-27 15:30:00,4.4,4.4,0.03166666666666667,2022-07-20,4.345,0.1456409681888013,0.14979891509670323,0.2969790156015506,0.27616145104047973,0.020134625078327417,2.879474436667806,0.00386908604420428
23,2022-07-20 09:50:00,10004314.SH,0.007,0.008,0.0067,0.0077,3863.0,510300P2207M04200,P,2022-07-27 15:30:00,4.2,4.2,0.03166666666666667,2022-07-20,4.345,0.16935401008733705,0.1655719378654012,-0.13603128590222724,0.14470948761502456,0.01274206973267411,1.8525181388895362,0.00386908604420428
24,2022-07-20 09:50:00,10004315.SH,0.0253,0.0282,0.0243,0.0276,8225.0,510300P2207M04300,P,2022-07-27 15:30:00,4.3,4.3,0.03166666666666667,2022-07-20,4.345,0.1588871438093553,0.15449628026184128,-0.374455413232333,0.27776086530817423,0.02162128209803882,3.2669422722619856,0.00386908604420428
25,2022-07-20 09:50:00,10004316.SH,0.0725,0.0785,0.0703,0.0774,7008.0,510300P2207M04400,P,2022-07-27 15:30:00,4.4,4.4,0.03166666666666667,2022-07-20,4.345,0.15715529083672794,0.14979891509670323,-0.7030209843161828,0.27616145104047973,0.020134625078327417,2.879030347457956,0.00386908604420428
26,2022-07-20 09:50:00,10004319.SH,0.0062,0.0065,0.0056,0.0056,1818.0,510300C2207M04500,C,2022-07-27 15:30:00,4.5,4.5,0.03166666666666667,2022-07-20,4.345,0.14875868948073484,0.15239241134151613,0.0881352629489296,0.13232745438296334,0.009919925852974742,1.228295243294042,0.00386908604420428
27,2022-07-20 09:50:00,10004320.SH,0.151,0.1599,0.1492,0.1588,1965.0,510300P2207M04500,P,2022-07-27 15:30:00,4.5,4.5,0.03166666666666667,2022-07-20,4.345,0.17366455888387963,0.15239241134151613,-0.9118647372741151,0.1323274545494968,0.009919925769708016,1.2279066652354231,0.00386908604420428
28,2022-07-20 09:55:00,10004306.SH,0.0749,0.078,0.0702,0.0703,5979.0,510300C2207M04300,C,2022-07-27 15:30:00,4.3,4.3,0.03158333333333333,2022-07-20,4.341,0.14103187918571375,0.15723414059704013,0.597658600609563,0.19892997760173614,-0.0006951443864977591,3.3160141299504176,0.0022117322677565826
29,2022-07-20 09:55:00,10004307.SH,0.0247,0.0266,0.0228,0.0228,5530.0,510300C2207M04400,C,2022-07-27 15:30:00,4.4,4.4,0.03158333333333333,2022-07-20,4.341,0.1437451299332564,0.15007011111681975,0.27282703540798536,0.18869660356468643,-0.0006199644131399396,2.716049607442983,0.0022117322677565826
30,2022-07-20 09:55:00,10004314.SH,0.0076,0.0085,0.0071,0.0084,3687.0,510300P2207M04200,P,2022-07-27 15:30:00,4.2,4.2,0.03158333333333333,2022-07-20,4.341,0.1709126083420619,0.16460319339142748,-0.14884533200421046,0.10987189491551419,-0.00040722630822997985,2.0571322423279526,0.0022117322677565826
31,2022-07-20 09:55:00,10004315.SH,0.0275,0.0299,0.0257,0.0299,4761.0,510300P2207M04300,P,2022-07-27 15:30:00,4.3,4.3,0.03158333333333333,2022-07-20,4.341,0.16236684940018561,0.15723414059704013,-0.4023413997522596,0.19892997771275844,-0.0006951443864977591,3.3160141299504176,0.0022117322677565826
32,2022-07-20 09:55:00,10004316.SH,0.0769,0.0817,0.0732,0.0816,4839.0,510300P2207M04400,P,2022-07-27 15:30:00,4.4,4.4,0.03158333333333333,2022-07-20,4.341,0.16288255320635017,0.15007011111681975,-0.7271729649538372,0.18869660345366412,-0.000619964524162242,2.716049607442983,0.0022117322677565826
33,2022-07-20 09:55:00,10004320.SH,0.1585,0.1639,0.1536,0.1639,1813.0,510300P2207M04500,P,2022-07-27 15:30:00,4.5,4.5,0.03158333333333333,2022-07-20,4.341,0.18339382177301364,0.1431692842474653,-0.9355902190755216,0.08065101253507123,-0.000248894460597171,0.9654499422140361,0.0022117322677565826
34,2022-07-20 10:00:00,10004306.SH,0.0703,0.0749,0.0691,0.0739,6996.0,510300C2207M04300,C,2022-07-27 15:30:00,4.3,4.3,0.0315,2022-07-20,4.347,0.13947677643202,0.15560141128306557,0.6269661256830261,0.2727722634432439,0.024856420699492787,3.2596148002994596,-2.238533207705659e-06
35,2022-07-20 10:00:00,10004307.SH,0.0228,0.0251,0.0222,0.0247,4027.0,510300C2207M04400,C,2022-07-27 15:30:00,4.4,4.4,0.0315,2022-07-20,4.347,0.1436632552134851,0.15035965161443296,0.29902036369211515,0.27450427897424134,0.023682301675265194,2.878808302853031,-2.238533207705659e-06
36,2022-07-20 10:00:00,10004314.SH,0.0084,0.0088,0.0077,0.0079,1217.0,510300P2207M04200,P,2022-07-27 15:30:00,4.2,4.2,0.0315,2022-07-20,4.347,0.17263508304882594,0.16811950039528487,-0.13801798087742512,0.14266325781830957,0.014754602317701426,1.86106685617915,-2.238533207705659e-06
37,2022-07-20 10:00:00,10004315.SH,0.0299,0.0307,0.0274,0.0281,3985.0,510300P2207M04300,P,2022-07-27 15:30:00,4.3,4.3,0.0315,2022-07-20,4.347,0.1634322922883622,0.15560141128306557,-0.37303387423470724,0.2727722632211993,0.024856421032559695,3.2591707110896095,-2.238533207705659e-06
38,2022-07-20 10:00:00,10004316.SH,0.0815,0.083,0.077,0.0782,3020.0,510300P2207M04400,P,2022-07-27 15:30:00,4.4,4.4,0.0315,2022-07-20,4.347,0.16478968433011779,0.15035965161443296,-0.7009796361145959,0.27450427908526365,0.023682301675265194,2.878586258248106,-2.238533207705659e-06
39,2022-07-20 10:00:00,10004319.SH,0.005,0.0057,0.0049,0.0056,1886.0,510300C2207M04500,C,2022-07-27 15:30:00,4.5,4.5,0.0315,2022-07-20,4.347,0.14768097013360815,0.15360358795607224,0.09013311957906112,0.13336314524936554,0.01212696201791097,1.2337908472659365,-2.238533207705659e-06
40,2022-07-20 10:00:00,10004320.SH,0.1639,0.1656,0.1576,0.1598,1156.0,510300P2207M04500,P,2022-07-27 15:30:00,4.5,4.5,0.0315,2022-07-20,4.347,0.18881512180342383,0.15360358795607224,-0.9098668805052057,0.133363145415899,0.012126961657088486,1.2327916465437738,-2.238533207705659e-06
41,2022-07-20 10:05:00,10004306.SH,0.0736,0.077,0.0726,0.0736,5823.0,510300C2207M04300,C,2022-07-27 15:30:00,4.3,4.3,0.03141666666666667,2022-07-20,4.346,0.14113119177732877,0.15725138482397139,0.615957602700945,0.27140776626133345,0.02189112668915527,3.277378368693462,-0.0017781144428037521
42,2022-07-20 10:05:00,10004307.SH,0.0242,0.026,0.0239,0.0245,2993.0,510300C2207M04400,C,2022-07-27 15:30:00,4.4,4.4,0.03141666666666667,2022-07-20,4.346,0.1443618656453975,0.15105693990947677,0.29023422865037674,0.2714309245144264,0.02068700055701811,2.809308341511496,-0.0017781144428037521
43,2022-07-20 10:05:00,10004314.SH,0.0082,0.0084,0.0075,0.0083,1216.0,510300P2207M04200,P,2022-07-27 15:30:00,4.2,4.2,0.03141666666666667,2022-07-20,4.346,0.17465061226377265,0.16981269336525406,-0.1455673220296383,0.144767223597686,0.01316204290002787,1.9427792707915614,-0.0017781144428037521
44,2022-07-20 10:05:00,10004315.SH,0.0283,0.0292,0.0266,0.0288,3867.0,510300P2207M04300,P,2022-07-27 15:30:00,4.3,4.3,0.03141666666666667,2022-07-20,4.346,0.16493358740326544,0.15725138482397139,-0.38404239721678834,0.27140776592826654,0.021891126800177574,3.277378368693462,-0.0017781144428037521
45,2022-07-20 10:05:00,10004316.SH,0.0787,0.0796,0.0748,0.0792,4437.0,510300P2207M04400,P,2022-07-27 15:30:00,4.4,4.4,0.03141666666666667,2022-07-20,4.346,0.16622339474075434,0.15105693990947677,-0.7097657714894012,0.2714309244034041,0.020687000334973504,2.8101965199311962,-0.0017781144428037521
46,2022-07-20 10:05:00,10004319.SH,0.0053,0.006,0.0053,0.0054,815.0,510300C2207M04500,C,2022-07-27 15:30:00,4.5,4.5,0.03141666666666667,2022-07-20,4.346,0.1471821376817354,0.1525983914913278,0.08414834826164785,0.12997722231844477,0.010324882171452998,1.154465412156469,-0.0017781144428037521
47,2022-07-20 10:05:00,10004320.SH,0.1599,0.1614,0.1551,0.1598,1275.0,510300P2207M04500,P,2022-07-27 15:30:00,4.5,4.5,0.03141666666666667,2022-07-20,4.346,0.1845204792079434,0.1525983914913278,-0.9158516518503745,0.12997722231844477,0.01032488183838609,1.1537437671904627,-0.0017781144428037521
48,2022-07-20 10:10:00,10004306.SH,0.0735,0.075,0.0694,0.0725,5323.0,510300C2207M04300,C,2022-07-27 15:30:00,4.3,4.3,0.03133333333333333,2022-07-20,4.344,0.14232846634983884,0.1579851549737917,0.6020366647430109,0.1926548858222077,-0.001260492821231196,3.3222313788883184,-0.0015709311938691707
49,2022-07-20 10:10:00,10004307.SH,0.0243,0.0247,0.0224,0.024,2383.0,510300C2207M04400,C,2022-07-27 15:30:00,4.4,4.4,0.03133333333333333,2022-07-20,4.344,0.14517127477971933,0.15018929214088333,0.27618654585559455,0.1854570400583455,-0.0011581707815011555,2.7338131758369855,-0.0015709311938691707
50,2022-07-20 10:10:00,10004314.SH,0.0084,0.0088,0.008,0.0082,1703.0,510300P2207M04200,P,2022-07-27 15:30:00,4.2,4.2,0.03133333333333333,2022-07-20,4.344,0.17266095424782446,0.16596276697471535,-0.1473355281111921,0.10565972774490007,-0.0007202965446317933,2.057243264630415,-0.0015709311938691707
51,2022-07-20 10:10:00,10004315.SH,0.0287,0.0306,0.0282,0.0286,3382.0,510300P2207M04300,P,2022-07-27 15:30:00,4.3,4.3,0.03133333333333333,2022-07-20,4.344,0.16201872060976916,0.1579851549737917,-0.3979633351747225,0.1926548858222077,-0.0012604929322534986,3.3213432004686183,-0.0015709311938691707
52,2022-07-20 10:10:00,10004316.SH,0.0789,0.0828,0.0782,0.0791,3804.0,510300P2207M04400,P,2022-07-27 15:30:00,4.4,4.4,0.03133333333333333,2022-07-20,4.344,0.16153934837539294,0.15018929214088333,-0.7238134542841834,0.18545704039141242,-0.001158170892523458,2.7333690866271354,-0.0015709311938691707
53,2022-07-20 10:10:00,10004320.SH,0.161,0.1655,0.1596,0.1611,936.0,510300P2207M04500,P,2022-07-27 15:30:00,4.5,4.5,0.03133333333333333,2022-07-20,4.344,0.1825280737351799,0.14263673134787624,-0.9355236436636716,0.07967054194146783,-0.00047191406338242814,0.9570122472268849,-0.0015709311938691707
54,2022-07-20 10:15:00,10004306.SH,0.0725,0.0727,0.0696,0.0706,4054.0,510300C2207M04300,C,2022-07-27 15:30:00,4.3,4.3,0.03125,2022-07-20,4.341,0.1429974681887284,0.1560724193526726,0.6041224083208618,0.27656479484328145,0.021127959604072544,3.3222313788883184,-0.0018520661033774508
55,2022-07-20 10:15:00,10004307.SH,0.0239,0.0239,0.0224,0.0228,2737.0,510300C2207M04400,C,2022-07-27 15:30:00,4.4,4.4,0.03125,2022-07-20,4.341,0.1445761802712031,0.15070572712400962,0.27745819797253546,0.2658774186370394,0.019372579540544166,2.7631230636870896,-0.0018520661033774508
56,2022-07-20 10:15:00,10004314.SH,0.0082,0.0088,0.0082,0.0085,743.0,510300P2207M04200,P,2022-07-27 15:30:00,4.2,4.2,0.03125,2022-07-20,4.341,0.17240188652708308,0.16775221992927053,-0.14915656493252882,0.14932253455945954,0.012775608071446953,1.9874102363814927,-0.0018520661033774508
57,2022-07-20 10:15:00,10004315.SH,0.0289,0.0305,0.0286,0.03,3253.0,510300P2207M04300,P,2022-07-27 15:30:00,4.3,4.3,0.03125,2022-07-20,4.341,0.16350987321550065,0.1560724193526726,-0.39587759192993843,0.27656479495430375,0.021127959271005636,3.3220093342833934,-0.0018520661033774508
58,2022-07-20 10:15:00,10004316.SH,0.0796,0.0828,0.0794,0.0817,2325.0,510300P2207M04400,P,2022-07-27 15:30:00,4.4,4.4,0.03125,2022-07-20,4.341,0.16396481399628354,0.15070572712400962,-0.7225418021672425,0.2658774189701063,0.01937257931849956,2.7635671528969397,-0.0018520661033774508
59,2022-07-20 10:15:00,10004320.SH,0.1605,0.1651,0.1605,0.1642,961.0,510300P2207M04500,P,2022-07-27 15:30:00,4.5,4.5,0.03125,2022-07-20,4.341,0.18577031856333817,0.15271593983454324,-0.9214267735480064,0.12247267711096299,0.009347017160266091,1.1075584893660562,-0.0018520661033774508
60,2022-07-20 10:20:00,10004306.SH,0.0706,0.0753,0.0703,0.0723,5160.0,510300C2207M04300,C,2022-07-27 15:30:00,4.3,4.3,0.031166666666666665,2022-07-20,4.344,0.14204940118287263,0.15740999279280574,0.6019537974744082,0.1892938601422145,-0.0013558900668897422,3.3457681070103718,-0.0016308863171924405
61,2022-07-20 10:20:00,10004307.SH,0.0228,0.0248,0.0228,0.0236,3560.0,510300C2207M04400,C,2022-07-27 15:30:00,4.4,4.4,0.031166666666666665,2022-07-20,4.344,0.14415296054841142,0.1494295850036652,0.2739861665324028,0.18178429461723766,-0.0012432904705761416,2.7411406477995115,-0.0016308863171924405
62,2022-07-20 10:20:00,10004314.SH,0.0085,0.0086,0.0075,0.008,1018.0,510300P2207M04200,P,2022-07-27 15:30:00,4.2,4.2,0.031166666666666665,2022-07-20,4.344,0.17181261174365495,0.16555520365530962,-0.14650734614374272,0.10335340860923026,-0.0007709576310688249,2.0667911826421914,-0.0016308863171924405
63,2022-07-20 10:20:00,10004315.SH,0.0299,0.03,0.027,0.0284,4029.0,510300P2207M04300,P,2022-07-27 15:30:00,4.3,4.3,0.031166666666666665,2022-07-20,4.344,0.16170352118846398,0.15740999279280574,-0.3980462026653697,0.1892938602532368,-0.0013558898448451373,3.346656285430072,-0.0016308863171924405
64,2022-07-20 10:20:00,10004316.SH,0.0818,0.0819,0.076,0.0794,3506.0,510300P2207M04400,P,2022-07-27 15:30:00,4.4,4.4,0.031166666666666665,2022-07-20,4.344,0.16295984947209358,0.1494295850036652,-0.7260138341624867,0.18178429495030457,-0.0012432901375092342,2.7404745139847364,-0.0016308863171924405
65,2022-07-20 10:20:00,10004320.SH,0.1627,0.1627,0.157,0.1604,723.0,510300P2207M04500,P,2022-07-27 15:30:00,4.5,4.5,0.031166666666666665,2022-07-20,4.344,0.17890148720915036,0.1416734783557829,-0.93759004071714,0.07669319956882248,-0.0004975577727606151,0.936140054363932,-0.0016308863171924405
66,2022-07-20 10:25:00,10004306.SH,0.0728,0.0777,0.0728,0.0759,4797.0,510300C2207M04300,C,2022-07-27 15:30:00,4.3,4.3,0.031083333333333334,2022-07-20,4.35,0.14025070406401574,0.1567882937415408,0.6302676900382664,0.2664509977101659,0.023156857320572044,3.269384762916161,-0.0031000817168144634
67,2022-07-20 10:25:00,10004307.SH,0.0239,0.026,0.0238,0.0254,3784.0,510300C2207M04400,C,2022-07-27 15:30:00,4.4,4.4,0.031083333333333334,2022-07-20,4.35,0.14353291710771013,0.15045650781802053,0.3011327966984112,0.27403006330750657,0.022577326341810533,2.893241202173158,-0.0031000817168144634
68,2022-07-20 10:25:00,10004314.SH,0.008,0.008,0.0073,0.0077,1741.0,510300P2207M04200,P,2022-07-27 15:30:00,4.2,4.2,0.031083333333333334,2022-07-20,4.35,0.1747418835532,0.16991564247949126,-0.13717678049030013,0.13817938304683253,0.013579911528616151,1.872946242542639,-0.0031000817168144634
69,2022-07-20 10:25:00,10004315.SH,0.0283,0.0286,0.0261,0.0271,3594.0,510300P2207M04300,P,2022-07-27 15:30:00,4.3,4.3,0.031083333333333334,2022-07-20,4.35,0.16438245008082275,0.1567882937415408,-0.36973231010151153,0.266450997377099,0.023156856987505137,3.269384762916161,-0.0031000817168144634
70,2022-07-20 10:25:00,10004316.SH,0.0791,0.0794,0.0739,0.0761,3642.0,510300P2207M04400,P,2022-07-27 15:30:00,4.4,4.4,0.031083333333333334,2022-07-20,4.35,0.16505295089230046,0.15045650781802053,-0.6988672034413668,0.27403006330750657,0.022577326008743626,2.893241202173158,-0.0031000817168144634
71,2022-07-20 10:25:00,10004319.SH,0.0051,0.0058,0.0051,0.0057,1653.0,510300C2207M04500,C,2022-07-27 15:30:00,4.5,4.5,0.031083333333333334,2022-07-20,4.35,0.14717630435866244,0.1524553646864951,0.08849735047555818,0.13334251758312377,0.011577235975446243,1.2128631432517523,-0.0031000817168144634
72,2022-07-20 10:25:00,10004320.SH,0.1591,0.1603,0.1536,0.1561,651.0,510300P2207M04500,P,2022-07-27 15:30:00,4.5,4.5,0.031083333333333334,2022-07-20,4.35,0.18343442123005435,0.1524553646864951,-0.9115026493589085,0.13334251813823528,0.011577235836668365,1.213251721310371,-0.0031000817168144634
73,2022-07-20 10:30:00,10004306.SH,0.0759,0.0772,0.0741,0.0758,3084.0,510300C2207M04300,C,2022-07-27 15:30:00,4.3,4.3,0.031,2022-07-20,4.35,0.1400997193779928,0.15587051665926036,0.6290380230034032,0.2646511945147978,0.02070975857471069,3.304911899704166,-0.0038302616631642806
74,2022-07-20 10:30:00,10004307.SH,0.0254,0.026,0.0246,0.0252,2305.0,510300C2207M04400,C,2022-07-27 15:30:00,4.4,4.4,0.031,2022-07-20,4.35,0.14303670069730617,0.1491745378072218,0.29725715167128186,0.27221569676161295,0.020175232817720712,2.8970159604568835,-0.0038302616631642806
75,2022-07-20 10:30:00,10004314.SH,0.0077,0.0079,0.0073,0.0075,673.0,510300P2207M04200,P,2022-07-27 15:30:00,4.2,4.2,0.031,2022-07-20,4.35,0.17362161711316831,0.16878632397580792,-0.13641492663252208,0.13621013850162456,0.012006789895657732,1.8948176361277547,-0.0038302616631642806
76,2022-07-20 10:30:00,10004315.SH,0.027,0.0279,0.0262,0.0267,2914.0,510300P2207M04300,P,2022-07-27 15:30:00,4.3,4.3,0.031,2022-07-20,4.35,0.16313188275220003,0.15587051665926036,-0.3709619772473971,0.2646511945147978,0.02070975857471069,3.305578033518941,-0.0038302616631642806
77,2022-07-20 10:30:00,10004316.SH,0.0761,0.0775,0.0736,0.0752,3365.0,510300P2207M04400,P,2022-07-27 15:30:00,4.4,4.4,0.031,2022-07-20,4.35,0.16212218638465842,0.1491745378072218,-0.7027428481354292,0.27221569665059064,0.020175232595676107,2.8976820942716586,-0.0038302616631642806
78,2022-07-20 10:30:00,10004319.SH,0.0057,0.0057,0.0054,0.0054,663.0,510300C2207M04500,C,2022-07-27 15:30:00,4.5,4.5,0.031,2022-07-20,4.35,0.14522664373331354,0.15025627287898108,0.08414430024972219,0.1298114422620955,0.010075501072348558,1.1749490269608032,-0.0038302616631642806
79,2022-07-20 10:30:00,10004320.SH,0.1561,0.1583,0.1543,0.1554,484.0,510300P2207M04500,P,2022-07-27 15:30:00,4.5,4.5,0.031,2022-07-20,4.35,0.1798169523735138,0.15025627287898108,-0.9158556999455669,0.1298114422620955,0.010075500878059529,1.1755041384731157,-0.0038302616631642806
80,2022-07-20 10:35:00,10004306.SH,0.0758,0.0781,0.0706,0.0727,7053.0,510300C2207M04300,C,2022-07-27 15:30:00,4.3,4.3,0.030916666666666665,2022-07-20,4.346,0.1391507490922768,0.15527953476541206,0.6210398966199904,0.27086613396676285,0.02585383529485341,3.318678665209518,-0.005320444671226046
81,2022-07-20 10:35:00,10004307.SH,0.0251,0.0262,0.0226,0.0236,4611.0,510300C2207M04400,C,2022-07-27 15:30:00,4.4,4.4,0.030916666666666665,2022-07-20,4.346,0.14239484515282613,0.1498022969807345,0.28971877830130666,0.26905301342416976,0.02481580563262753,2.8621549574836536,-0.005320444671226046
82,2022-07-20 10:35:00,10004314.SH,0.0075,0.0082,0.007,0.0079,3715.0,510300P2207M04200,P,2022-07-27 15:30:00,4.2,4.2,0.030916666666666665,2022-07-20,4.346,0.17339161460094735,0.16856289526415774,-0.14036285678198368,0.14173010609574987,0.015287066390534676,1.9058088440715437,-0.005320444671226046
83,2022-07-20 10:35:00,10004315.SH,0.0266,0.0289,0.0253,0.0282,6003.0,510300P2207M04300,P,2022-07-27 15:30:00,4.3,4.3,0.030916666666666665,2022-07-20,4.346,0.16400195303313914,0.15527953476541206,-0.3789601037418322,0.27086613385574054,0.02585383529485341,3.318678665209518,-0.005320444671226046
84,2022-07-20 10:35:00,10004316.SH,0.0753,0.08,0.0728,0.0784,6100.0,510300P2207M04400,P,2022-07-27 15:30:00,4.4,4.4,0.030916666666666665,2022-07-20,4.346,0.16455509348616518,0.1498022969807345,-0.7102812220605159,0.26905301320212516,0.02481580563262753,2.8621549574836536,-0.005320444671226046
